event_key,active,name,event_start,event_end,event_type,event_subtype,description,host_org,url,media_url,map,seats,goers,invite_only,venue,address,company,audience,subject,geo_area,tags,fsq_venue_id,custom1,custom2,custom4,custom5,id,venue_id,speakers,moderators,artists,sponsors,exhibitors,staff
"76","Y","Rapid Response Media","2017-06-18 10:00:00","2017-06-18 11:30:00","Panel-Presentation","","In this panel, we will share our work on &ldquo;Hate Free Zones&rdquo; with Desis Rising Up and Moving (DRUM). We will facilitate dialogue with other groups that use digital media to facilitate relationship building and empower communities most impacted by injustice in the era of Trump.","","","","","0","13","N","State Hall: Room 135","","Electric Dreams Digital Futures","","Everyone","","","","","","","","bbd572fdc63fd56825fd718b515d3247","611310","Karina Hurtado-Ocampo, Mahira Raihan, Jose Daniel Benitez","","","","",""
"221","Y","Pulling Strings at ArtPrize 2017","2017-06-16 12:45:00","2017-06-16 13:45:00","Mealtime Meetup","","Do you want to help organize a large-scale creative and political spectacle at ArtPrize 2017, in protest of DeVos family policies? (ArtPrize is funded partially with DeVos family money.) We will discuss how to leverage ArtPrize’s media assets to showcase artistic opposition in all of its various forms. Participants will come up with a master plan to use ArtPrize as a magnet and launchpad attracting artists worldwide for three weeks of creative public political discourse through the arts.","","","","","0","4","N","State Hall: Room 115","","Art as Resistance","","Everyone","","","","","","","","bd8f8b8c8becea5309f77c6a136c6f54","611313","Mark Tucker","","","","",""
"100","Y","Sarma: Diaspora of the Caucasus and Middle East","2017-06-16 12:45:00","2017-06-16 13:45:00","Mealtime Meetup","","This is a placemaking lunch session for people of the caucasus and middle east, and their friends. Our aim is to break sociopolitical barriers through storytelling, familial cuisine and new friendships. Vegetarian sarma will be provided. (radical kitchen space)","","","","","0","3","N","State Hall: Room 114","","General","","Everyone","","","","","","","","bf83605e8a72f27818f517fa9867503d","611340","Mary Isaac, Julién Godman","","","","",""
"47","Y","Queer Black Sunday School Choir Practice","2017-06-18 10:00:00","2017-06-18 11:30:00","Hands-on Session","","In this workshop we will engage the possibility of Black Feminist collective singing using Black Feminist texts as source material and sacred text. We will engage gospel and congregational songs and think critically about the meaning we make when we sing the words. We are reclaiming the resilience tools of our ancestors and elders - in this case song - and using them to meet the needs we have now.","","","","","0","4","N","Student Center: Dance Room 025","","Sound Revolution and ARTivism","","Everyone","","","","","","","","bffa0b98bf402474861cb873add0f39b","611334","Alexis Pauline Gumbs, Julia Roxanne Wallace, Elijah Jordan Michael","","","","",""
"176","Y","Twitter Responses to Police Violence","2017-06-18 13:00:00","2017-06-18 14:30:00","Strategy Session","","The use of social media hashtags has empowered previously marginalized voices deeply affected by police brutality. Tweets after the Philando Castile shooting reveal a collective moral panic and social concern. As activists, how can we use this collective moral panic to inform the anti-police brutality movement? This workshop will help provide more cohesive messaging coming from different movements united against police violence.","","","","","0","5","N","State Hall: Room 127","","General","","Everyone","","","","","","","","c029e098d5f6e2512325925e497cf008","611333","Karintha Tervalon, Vanissa W. Chan","","","","",""
"92","Y","Diversity in Youth Literature","2017-06-17 16:00:00","2017-06-17 17:30:00","Strategy Session","","We all know how important it is for kids and teens to see reflections of themselves in literature, especially written by members of their communities. At this meet-up, we will discuss recent stand-out books for kids and teens, that are diverse in race, gender identity, learning and physical abilities. We’ll share tips for curating diverse and inclusive library collections and look at publishing practices and underrepresented authors. Come with your best ideas and favorite recent titles!","","","","","0","9","N","State Hall: Room 114","","Radical Libraries / Archives / and Museums","","Everyone","","","","","","","","c02b792f2f675740b18b34c1588e33c7","611340","Nakenya Lewis- Yarbrough, Katy Kramp","","","","",""
"137","Y","Care Webs","2017-06-16 16:00:00","2017-06-16 17:30:00","Hands-on Session","","In this workshop we'll talk about the often feminized and undervalued work of caregiving, and the ways people and communities can create care webs for disability, chronic illness and mental health needs. We'll talk about the power dynamics of giving and receiving care, what allows us to ask for and give care well, and look at models for care collectives. Participants will leave with tools and roadmaps for how to sustainably create collective care outside of state and medical systems.","","","","","0","19","N","McGregor: Room J","","Healing Justice","","Everyone","","","","","","","","c066b7d7995b6f1c706eacfc72504b9e","611330","Leah Lakshmi Piepzna-Samarasinha","","","","",""
"222","Y","Know Admin, Know Art: Co-Manage Your Project With CultureWorks","2017-06-17 12:45:00","2017-06-17 13:45:00","Panel-Presentation","","What if you could grow your creative practice without needing to be your own accountant and fundraiser? The knowledge required to run an organization is often intentionally inaccessible and requires institutional training. You could share that work with partners already trained in management, financial best practices, and how not to burn out. CultureWorks will explore the value of a 'Management Commons' and fiscal sponsorship. We will also figure out the best pathway that allows you to focus on your unique work.","","","","","0","10","N","State Hall: Room 135","","Resourcing and Sustaining Our Movements","","Everyone","","","","","","","","c1dcfea2f3c65d2aea1ed59716f4c2a3","611310","Beth Warshaw, Crystal González","","","","",""
"256","Y","Families United 4 Justice Network Gathering","2017-06-15 10:00:00","2017-06-15 17:00:00","","","Families United 4 Justice is a growing frontline collective of families affected by police violence. Our network gathering is a call to all families affected by police violence and their trusted supporters to assemble, share skills, network and create a tangible and collective vision of justice and reparations. Families and supporters will participate in activities guided by a variety of activists, family advocates and veteran family member activists. We will cover themes such as strategizing for collective justice, organizing and archiving content of our individual narratives and cases, running effective social media campaigns, supporting other families in need, sourcing support from existing community structures, and integrating sustainable self-care routines. Participants will walk away with a larger network of families and supporters, concrete next steps for their individual situations and collective vision, constructive organizing toolkits and a deeper analysis of the anti-police brutality movement. This network gathering is open to individuals who have been directly impacted by police violence and their trusted supporters. Please submit an application here.<br /> <br /> Coordinators of this network gathering are Vanissa W. Chan, Cynthia Howell, Allen Kwabena Frimpong, Jasmine Graves and Cephus 'Uncle Bobby' Johnson.","","","","","0","1","N","TBA","","","","","","","","","","","","c2d25b5f10be52c1e689b2b3eccc81e7","610055","","","","","",""
"186","Y","The Vision Archive: Picturing the World We Want to Live In","2017-06-18 13:00:00","2017-06-18 14:30:00","Hands-on Session","","Our movements need more images! Let's depict the world we are building by creating an aspirational visual vocabulary. Participants will share beautiful movement memories through storytelling, then embark on a collaborative design process to create simplified icons that represent those moments. We&rsquo;ll share what we&rsquo;ve created on visionarchive.io, an open source, community-owned library of visionary social justice images. No drawing skills required!","","","","","0","5","N","McGregor: Room L/M","","Radical Libraries / Archives / and Museums","","Everyone","","","","","","","","c36dbb2c520b215349e30fd08518a34d","611338","Una Lee, Gracen Brilmyer","","","","",""
"12","Y","STEM for the Resistance","2017-06-17 16:00:00","2017-06-17 17:30:00","Hands-on Session","","What kinds of resistance give us strength? Are you in a book club that only reads authors of color or are you growing your own food? The Teen Tech Crew will share how they use science, technology, engineering, and math (STEM) to resist. Next, you’ll reflect on how you resist and create a symbol to represent it. Using a die cut machine, you’ll etch your symbol onto a square sheet of copper. Finally, we’ll assemble our copper squares to form a mural, and share our stories.","","","","","0","12","N","State Hall: Room 115","","Art as Resistance","","Beginner","","","","","","","","c40e648fc05f38520fb638283f7e557b","611313","Oanh  Vu, Mohammed Ahmed, Lelonie Hester, Malachi Raymond, Pelisherto Her, La'Tavia Capard","","","","",""
"296","Y","From Growing Our Economy to Growing Our Souls Tour","2017-06-17 14:00:00","2017-06-17 15:30:00","Tour/Field Trip","","In a time of revolution and counter-revolution, the Boggs Center's tour of the eastside of Detroit explores history in the context of the rise and fall of the economic 'American Dream' and the birth of visionary organizing and resistance. We will visit the Packard Plant, Poletown, urban gardens, The Boggs School, CanArts and The Heidelberg Project. Participants will leave with a deeper understanding of how to think historically and dialectically as we work towards the next american revolution.","","","","","0","8","N","Shuttle Stop: Anthony Wayne & Kirby","","General","","Everyone","","","","","","","","c4b8eb93911bee5f49514c826a838cf7","611329","Rich Feldman","","","","",""
"4","Y","Beyond Ideas of Binary Harm","2017-06-17 18:00:00","2017-06-17 20:00:00","Hands-on Session","","Being a person with intersecting and marginalized identities doesn’t mean we are incapable of harming. Through writing, storytelling and embodiment activities, this QTPOC space will: examine healing/accountability, discuss scenarios that didn’t work, and develop strategies to assert healthy boundaries without deeming each other disposable. This session will invite participants to identify their own growth edges and create practices to be in struggle with loves, comrades, and communities.","","","","","0","28","N","State Hall: Room 116","","Healing Justice","","Intermediate","","","","","","","","c4f5be210fee98e774463b4964db8f0b","611311","shay(den) n. gonzalez, Qui Alexander","","","","",""
"121","Y","City Government and Civic Media","2017-06-17 11:00:00","2017-06-17 12:30:00","Panel-Presentation","","In this session we will explore and question the role of city government in supporting community-based media. Members of the Boston Mayor’s Office of New Urban Mechanics and local counterparts will discuss the role of government in designing new experiences in public schools; creating civic discourse technologies and supporting public protests; and creating urban experiences centered around care, empathy, and justice.","","","","","0","6","N","State Hall: Room 125","","General","","Everyone","","","","","","","","c50225562237028cbb228ab2af46aef6","611335","Stephen Walter, Jaclyn Youngblood, Sabrina Dorsainvil, Max Stearns, Susan Nguyen","","","","",""
"299","Y","How to Set-Up and Livestream an Event","2017-06-16 11:00:00","2017-06-16 12:30:00","Hands-on Session","","Have you ever wanted to start your own internet radio stream? Or live stream a community forum, rally, or event without going through Facebook Live? Come learn the basics of setting up a live stream and streaming an event with some of the organizers from WNUC, Detroit's new low power FM radio station. Participants will get hands on experience in setting up the live stream for AMC's morning plenaries and will leave with the tools to live stream events in your own communities. Come help amplify the plenaries so that your communities and collaborators can tune in from around the world (or from their hotel room as they get ready for afternoon AMC sessions).&nbsp;<br />","","","","","0","6","N","Student Center: Hilberry D","","","People's Pop-up Media Shop","Everyone","","","","","","","","c581b44eb2494c64c46c7fa242ee45c5","611328","David Klann, Ayana Rubio, Julie Censo, Sabrina Roach","","","","",""
"24","Y","Humanizing Schooling in Detroit","2017-06-16 11:00:00","2017-06-16 12:30:00","Panel-Presentation","","Learn how People in Education (PIE) is humanizing schooling in Detroit. Educators, students, and media artists from PIE will share their lessons and experiences working in schools in Detroit. Starting off with a lively debate, we will share our media projects including the Out-of-School Project and our work within schools. Participants will leave with practices and resources for thinking about community issues in their classrooms.","","","","","0","7","N","State Hall: Room 106","","General","","Everyone","","","","","","","","c672c2ffd3ae16621c410861e0a2e4fa","611325","Issra Killawi, Nathaniel Mullen, Alondra Castaneda","","","","",""
"108","Y","Power Not Paranoia!","2017-06-17 11:00:00","2017-06-17 12:30:00","Hands-on Session","","How are data-driven systems affecting our community's ability to access basic human needs? In this interactive storytelling session with the Our Data Bodies Project, we will explore the experiences of individuals from Charlotte, Detroit, Los Angeles, and the AMC. We will examine connections and patterns so we can begin to imagine and develop creative tools and practices that will advance our communities from paranoia to power.","","","","","0","10","N","Student Center: Hilberry C","","Electric Dreams Digital Futures","","Kids only","","","","","","","","c6972a9bb46d9621c67f08c707e0c32b","611336","Tawana Petty, mariella saba, Tamika Lewis, Virginia Eubanks, Seeta Peña Gangadharan","","","","",""
"64","Y","Build a Childcare Collective","2017-06-17 16:00:00","2017-06-17 17:30:00","Hands-on Session","","Curious about childcare collectives? Join M.A.R.CH. for a hands-on session where you'll learn how to create family-inclusive movement spaces by building your very own collective! We'll explore how to intentionally center the full participation of families in the struggle for liberation by providing childcare in activist spaces. Participants will gain the resources and tools needed to partner with organizations, recruit/train volunteers and engage in compassionate, safe and radical childcare.","","","","","0","5","N","State Hall: Room 113","","Kids & Caregivers Transform the World!","","Everyone","","","","","","","","c77436899cbf291ea23de5ca9e6afac5","611321","Phuong Nguyen, Jayanni Webster, Shayla Lawrence, Jamie Young, Marian Greene, Rachel Brooks","","","","",""
"53","Y","Translating Legends: Preserving Native History of the Americas","2017-06-16 16:00:00","2017-06-16 17:30:00","Strategy Session","","The Prophecy of the Condor and the Eagle says that after 500 years of darkness, all the people of the Americas will come together and fly in the same sky. In this session we will share a new crowdsourced project that aims to translate old and rare books of stories, legends, and poetry from the native american peoples into Spanish. This project will create an online bibliographic collection which will help connect the stories of the indigenous peoples of the Americas.","","","","","0","7","N","Student Center: Room 285","","Disrupting Mainstream History","","Everyone","","","","","","","","c8d7ae39f477cc9b314bb7cb36de5833","611308","IGOR Moreno, GLENDA ROSADO, LINDA ARTOLA, ELIA GRAN, CLAUDIA PRAT","","","","",""
"235","Y","Embodied Twitter","2017-06-18 10:00:00","2017-06-18 11:30:00","Hands-on Session","","Successful campaigns almost always utilize social media as a tool for organizing. However, the underlying algorithms, social rules and cultural expectations are often complex or hidden. In this participatory workshop, we will use movement exercises and bodystorming to ideate ways to hack social media for social change, without losing sight of the human-to-human interaction at the heart of digital communication.","","","","","0","4","N","Student Center: Dance Room 020","","General","","Everyone","","","","","","","","cc4bbea97c450529c4fcb036907601db","611342","Judeth Oden Choi","","","","",""
"285","Y","Another World is Possible: Poetry as Speculative Activism","2017-06-16 11:00:00","2017-06-16 12:30:00","Hands-on Session","","In the introduction to the anthology Octavia’s Brood, Walidah Imarisha writes: “Whenever we try to envision a world without war, without violence, without prisons, without capitalism, we are engaging in speculative fiction.” In this workshop, we will explore the connections between imagining and organizing, engage in writing activities designed to help us envision freedom, and examine poems that leverage the power of lyricism to point us toward the world(s) we are building.","","","","","0","16","N","State Hall: Room 123","","Poetry and Publishing","","Everyone","","","","","","","","cefd0dd84f42ab7ee6af3d7add7086f7","611316","Franny Choi, Danez Smith","","","","",""
"169","Y","Create Your Own Social Justice Warrior","2017-06-17 16:00:00","2017-06-17 17:30:00","Hands-on Session","","Social justice warriors unite! This session explores the connections between organizing, sci-fi/fantasy, and liberation. The Social Justice Warrior Collective will present our children’s superhero comic book and outline our process for creating a superhero that transforms oppression into power. We will facilitate a hands-on workshop with participants to create their own social justice warriors. Together, these superheroes will destroy oppressive systems while building a more just world.","","","","","0","4","N","Student Center: Hilberry E","","Art as Resistance","","Everyone","","","","","","","","cf3aaa85be0fcfdede743ee5c2f20fec","611315","Jasmine Abdelhadi, Simon","","","","",""
"280","Y","Childcare","2017-06-15 09:30:00","2017-06-18 16:45:00","","","Childcare is provided for all children who attend the AMC. A parent or adult in care of a child can enroll any child for the duration of the conference. Childcare provides fun, creative and educational activities as well as healthy snacks twice daily. All parents or guardians bringing children must be fed meals by parents/guardians and all must complete an entrance form. Available: Thursday, 9:30 a.m. - 5:30 p.m.; Friday & Saturday, 8:30 a.m. - 5:45 p.m.; Sunday, 9:30 a.m. - 4:45 p.m.","","","","","0","1","N","Student Center: Hilberry F","","","","Everyone","","","","","","","","cfa30f1365127abd3b1307c311705cc2","613508","","","","","",""
"78","Y","Fighting Islamophobia and Anti-blackness Through Youth Media","2017-06-17 14:00:00","2017-06-17 15:30:00","Hands-on Session","","Using the film Keep Ya Head Up, Global Action Project&rsquo;s youth producers will engage participants in exploring root causes for oppressive school policies and practices and then brainstorm solutions that empowers educators and young people to fight back together. We will offer an intersectional perspective from immigrant youth of color on the ways in which they experience Islamophobia and Anti-blackness racism in and out of schools.","","","","","0","9","N","State Hall: Room 118","","Art as Resistance","","Everyone","","","","","","","","d20259bc024aedcbae0fa947e850275e","611324","Jesse Ehrensaft-Hawley, Mahira Raihan, Jose Daniel Benitez","","","","",""
"282","Y","Deep Relaxation Room","2017-06-15 09:30:00","2017-06-18 16:45:00","","","Awesome as it is, the AMC can be overwhelming. You can go to the Deep Relaxation Room to chill out, take a nap, make some tea and recharge. Help maintain a safe and calming space for everyone to enjoy. <br /> <br /> During lunch on Friday, Saturday, and Sunday, join us in the Deep Relaxation Room for some group healing activities and exercises.","","","","","0","9","N","Student Center: Room 010","","","","Everyone","","","","","","","","d2c4b1f017fbb4c4df1bc8e2cad31855","613510","","","","","",""
"230","Y","A Rehearsal for the Revolution","2017-06-16 11:00:00","2017-06-16 12:30:00","Hands-on Session","","These days require us to fight for our liberties and our humanity, but for many political actions may seem too frightening. This session will serve as a rehearsal space for people working in communities where political engagement is crucial, yet they may be too shy, timid, self-conscious or otherwise incapable of participation. Participants will leave with tools from Augusto Boal’s Arsenal of The Theatre of the Oppressed, designed to turn spectators into 'spect-actors'.","","","","","0","8","N","Student Center: Room 020","","Art as Resistance","","Everyone","","","","","","","","d36121e19a6a6afbcab947074bc4c510","611318","Reg Flowers, Ethan Kankula","","","","",""
"147","Y","Map the Power","2017-06-17 11:00:00","2017-06-17 12:30:00","Strategy Session","","Who are the real beneficiaries of oppression? LittleSis is a research group that investigates the power elite to answer this question. In this session we will explore how &ldquo;power research&rdquo; is used to strengthen organizing, direct action, and movement building. We&rsquo;ll share tools that allow anyone with internet to identify and expose the networks of power that fund hate groups, collaborate to dismantle the social safety net, and profit from systemic oppression.","","","","","0","13","N","State Hall: Room 118","","General","","Everyone","","","","","","","","d3c41d72f5a90af6d593eeedb22aa530","611324","Gin Armstrong, Rob Galbraith","","","","",""
"170","Y","Protect Ya Self Love","2017-06-17 11:00:00","2017-06-17 12:30:00","Hands-on Session","","What does it mean to be a young organizer and sustain your spirit along the way? This will be an interactive workshop that considers our power to heal individually and collectively from the traumas that live in our bodies. We will share resources rooted in mindfulness meditation and sensory healing for participants to integrate into their own lives and organizing. Participants will leave with the tools to support an ongoing healing practice in their lives.","","","","","0","12","N","McGregor: Room J","","Healing Justice","","Everyone","","","","","","","","d3c4fe398962d3b7ee0384fc64d98e1f","611330","Ar'tesha Saballos, Fayise Abrahim, Gabriella Anais Deal-Marquez","","","","",""
"34","Y","Private Screenings, Public Imaginaries in Migratory Times","2017-06-18 10:00:00","2017-06-18 11:30:00","Film Screening-Performance","","The Migratory Times Project, a transnational network of artists and researchers, presents six films from Korea, Greece, Palestine, Spain, Cuba, and Denmark. The screenings will include a single work in a private room for a small group of participants to allow for an intimate discussion; a series of short works in a screening space, followed by small group discussion; and an ongoing screening on a monitor in the participation/practice space, with ongoing discussion sessions once every two hours.","","","","","0","7","N","State Hall: Room 128","","General","","Beginner","","","","","","","","d3fde861ee8a66383226fa4d57800bd1","611309","Dalida Maria Benfield","","","","",""
"127","Y","Build an Individual Giving Program from Scratch","2017-06-16 16:00:00","2017-06-16 17:30:00","Panel-Presentation","","Come learn how People's Action Institute has grown leaps and bounds with the following programs: Fundraising Canvass, Donor Visits, Phone and Online Fundraising, Direct Mail, and Event Fundraising. This case study will walk participants through the how and why we built up these pieces and talk honestly about our strengths, weaknesses, and lessons learned. Our model can be adopted and adapted for any organization and this session will give people concrete plans to implement at home.","","","","","0","10","N","State Hall: Room 114","","Resourcing and Sustaining Our Movements","","Everyone","","","","","","","","d446a8d20e921671983777fcce384ad2","611340","Mary Grace Wolf","","","","",""
"2","Y","Translation, Migration and Creative Resistance","2017-06-18 10:00:00","2017-06-18 11:30:00","Hands-on Session","","How can translation serve as a creative border crossing in this age of walls? We will connect translation (movement of texts) to immigration (movement of bodies) and explore using poetry to move language and ideas across borders. We will look at activist/immigrant projects that use translation as an act of critical resistance and try out simple translation exercises of our own. Participants will leave with skills to begin to engage in acts of critical translation.","","","","","0","6","N","Student Center: Hilberry A","","Poetry and Publishing","","Everyone","","","","","","","","d48946a71e5b91fe1a6536e3516454b8","611317","Madhu Kaza","","","","",""
"279","Y","Info Desk","2017-06-15 08:00:00","2017-06-18 17:30:00","","","New to the AMC? Have questions? Need directions? The Info Desk has the answer. Desks are staffed by knowledgeable volunteers and AMC organizers. They are open throughout the conference while sessions are running. <br /> <br /> Look for big “Info Desk” signs and volunteers waiting to answer questions in the Student Center, McGregor Conference Center, and State Hall.","","","","","0","12","N","Student Center / McGregor / State Hall","","","","Everyone","","","","","","","","d4d5fbfdfafef7a5ed8d767243d7a3cc","613507","","","","","",""
"73","Y","Get Over Your Fear of Asking","2017-06-16 11:00:00","2017-06-16 12:30:00","Hands-on Session","","Developing an individual donor program is one of the most effective ways to sustain an organization, but we often avoid it because we are afraid to ask for money. In this workshop we will address our most common sources of fear, and then craft and practice the ask. Participants will leave with techniques and training tools to address fear, a structure for understanding grassroots fundraising and tools for crafting an effective ask.","","","","","0","17","N","Student Center: Hilberry A","","Resourcing and Sustaining Our Movements","","Beginner","","","","","","","","d64b4e169e73e65291caed0d3993d5c8","611317","Joy Messinger, Tanya Mote, Crystal Middlestadt","","","","",""
"196","Y","Beneath the Moonlight","2017-06-17 12:45:00","2017-06-17 13:45:00","Panel-Presentation","","In this session, we&rsquo;ll dive into the themes brought up by the Oscar-award winning film Moonlight, like black masculinity, survival, and love. We will discuss the importance of seeing modern depictions of complex black lives reflected on the screen. The hope is that not only will we support such films, but that we will create and share them amongst ourselves.","","","","","0","16","N","State Hall: Room 113","","General","","Everyone","","","","","","","","d6e0b209155f76d5e7bdacfbfc569752","611321","Aiesha Turman, Marie Louis","","","","",""
"266","Y","Popular Cultures for New Worlds","2017-06-18 15:00:00","2017-06-18 16:30:00","Plenary","","Pop culture is often code for mainstream media&rsquo;s representation of the status quo. In many cases, it intentionally omits our voices, identities, bodies, ideas, art, media and cultural organizing. It also relies on our brilliance to function. Our closing AMC plenary brings together some of the most dynamic leaders of culture and creativity to explore what it means to use avenues of popular culture to build new worlds. These panelists continue to subvert, critique, make noise and challenge spaces and institutions to rethink their definitions of who pop culture is created by and for, and what it can do. (Shuttles will be offered from WSU campus and hotels to closing plenary.)","","","","","0","25","N","DeRoy Auditorium","","","","Everyone","","","","","","","","d8d4a6f61458276fa7c87987e75dbd00","613494","museummammy, Sameer Gardezi, Crissle West","Morgan Willis","","","",""
"159","Y","Finding Yourself in the Break: Lessons in Black Jazz Meditation","2017-06-17 14:00:00","2017-06-17 15:30:00","Hands-on Session","","Music and vibration have the power to guide us to self-knowing, healing, and the envisioning of new worlds. This session will engage these properties of sound through the Black radical jazz tradition. Using the techniques of Pauline Oliveros, participants will practice deep listening to pieces by artists like Alice Coltrane and Pharaoh Sanders. Participants will learn that deep sonic engagement with the world of Black sound unlocks new ways of listening and improvising for joy and survival. This session centers people of color.","","","","","0","9","N","McGregor: Room L/M","","Sound Revolution and ARTivism","","Everyone","","","","","","","","d8edad058aea0a4f20ed44f6d0b4db42","611338","Nicole Campbell","","","","",""
"72","Y","The Black Joy Project","2017-06-18 13:00:00","2017-06-18 14:30:00","Hands-on Session","","Black joy is an act of resistance that is necessary and integral in the journey to our collective freedom. This radical space will use portraits to blend the magic of Black life and social media to shine brightly through our joy. Participants will leave with a digital portrait featured in #TheBlackJoyProject series, as well as a growing creative community and space where we celebrate our full selves.","","","","","0","7","N","State Hall: Room 137","","Art as Resistance","","Everyone","","","","","","","","d900a909be43114376ae0e8a24e192e2","611339","Kleaver Cruz, kei williams, Walter Cruz","","","","",""
"88","Y","Latinx Healing from Colonialism","2017-06-17 12:45:00","2017-06-17 13:45:00","Hands-on Session","","Hispanic, Latinx, mestizo, Latina, Chicano – we’re a community with many names and a shared history of colonial violence. How do we heal? We will discuss the Spanish language as a tool of oppression and connection; the power and problematics of connecting to indigeneity as a source of self-discovery; and finding new tools for representation within our spectrum of mixed ancestry. Participants will leave with resources for healing in our lived experiences.","","","","","0","18","N","State Hall: Room 118","","Healing Justice","","Everyone","","","","","","","","d9b6eb6cdd6cad382b526aa723c77a97","611324","Alexandra Lucia Calderon Arrieta","","","","",""
"284","Y","AMC Work Room","2017-06-15 09:30:00","2017-06-18 16:45:00","","","We know that while you are here, your work doesn’t stop. Drop into this work room to check emails, have low-level conversations and keep up with your inbox through the weekend. (Please bring your own laptop or device.)","","","","","0","7","N","Student Center: Room 358","","","","Everyone","","","","","","","","da26b98f3a7f51b718118e0a58a16d00","613512","","","","","",""
"286","Y","Detroit UNESCO City of Design conversation","2017-06-16 12:45:00","2017-06-16 13:45:00","Mealtime Meetup","","Join us for lunch as we answer all your questions about Detroit's UNESCO City of Design designation, including:<br /> <br /> -What is UNESCO? <br /> -How and why did Detroit join the UNESCO Creative Cities Network?<br /> -What makes Detroit a city of design?<br /> -What has happened as a result of the designation?<br /> -What are the future plans for the designation?<br /> -Who does this designation impact? <br /> -How can I get involved?<br /> <br /> And anything else you're curious about! We'll do our best to answer your questions and look forward to hearing your ideas.","","","","","0","2","N","State Hall: Room 118","","General","","Everyone","","","","","","","","da5702c26a74a016a7f318518b26e1cb","611324","Ellie Schneider","","","","",""
"162","Y","OpenOversight","2017-06-16 16:00:00","2017-06-16 17:30:00","Panel-Presentation","","OpenOversight is a crowdsourced, searchable database of police officers that citizens can use to file police complaints. We will explain why and how we built OpenOversight, what we have done thus far and what is coming next. Participants will walk away with an idea of how they can participate and bring OpenOversight to their city.","","","","","0","4","N","Student Center: Hilberry A","","General","","Beginner","","","","","","","","daddfe942394a274b75dd95c862d4287","611317","Jennifer Helsby, Freddy Martinez","","","","",""
"59","Y","Graffiti and Rap Against The System","2017-06-16 16:00:00","2017-06-16 17:30:00","Strategy Session","","How can we use hip-hop to awaken our communities and transform oppressive structures? The Raiz Up collective will share their use of graffiti and rap to speak truth to power, support indigenous resistance, and edu-tain their community. We will facilitate smaller group strategy conversations among attendees to bring out the knowledge of participants and share best practices. Attendees will leave with strategies they can take back to their own communities.","","","","","0","6","N","State Hall: Room 113","","Youth Activism in Hip Hop","","Intermediate","","","","","","","","daf2e5ad15285690e7fe4f87327e0019","611321","Raymond Elwart, Antonio Cosme, Lisa Brunk","","","","",""
"233","Y","Girl, I Got You","2017-06-18 11:45:00","2017-06-18 12:45:00","Practice Space session","","Our session explores how we can work together to achieve our personal and professionals goals. We will present our framework of setting actionable and attainable goals and attendees will have the option to create a short video diary segment. Participants will be able to use the video as a tool to remind themselves of their initial goals, and can include the skills they built in this workshop on their resumes.","","","","","0","11","N","State Hall: Room 123","","General","","Everyone","","","","","","","","dd09e701a7cfbbd458a19e20ca14c23d","611316","Riley Del Rey, Violet Martinez, Kristy Lopez","","","","",""
"136","Y","Collaborative Security: From Training to Empowerment","2017-06-18 13:00:00","2017-06-18 14:30:00","Strategy Session","","Security education should ideally be a collaboration between people with technical knowledge and those with lived experiences. This isn't often the case. The reality is that cis, male, white trainers continue to train folks who couldn't be more different from them. We will learn how to re-center security trainings around communities, empower movements, and adopt a participatory approach to digital safety.","","","","","0","9","N","State Hall: Room 125","","Securing Our Spaces","","Intermediate","","","","","","","","dd3c5b7b1dea7c0dfdd41f4290cb8f78","611335","Sarah Aoun, Dia Kayyali","","","","",""
"83","Y","Design Justice Exhibition","2017-06-16 11:00:00","2017-06-18 15:00:00","Film Screening-Performance","","What do design practices rooted in community collaboration and committed to social justice look like? This exhibit features text and images that tell stories of designers working as creative facilitators and embracing new, just, approaches to design. During this interactive session, we will engage the audience in a discussion and a presentation of our findings. The exhibit will be on display throughout the conference.","","","","","0","18","N","Student Center: Main Ballroom","","","BOOM Concepts Salon","Everyone","","","","","","","","df0bc55c5711e0abd142f46fdcddf5f5","611341","Wesley Taylor, Taylor Stewart","","","","",""
"67","Y","Building Tech to Hold Police Accountable","2017-06-18 13:00:00","2017-06-18 14:30:00","Hands-on Session","","We can build our own tech to empower community-based solutions! Help develop a tool that would read police badges and provide data on police in real time and add your own reviews (think: “Yelp” for cops). We will host a community hack-a-thon to dive into the concept, improve the design together, and take next steps. Participants will leave with a deeper understanding of how police try to limit accountability and how innovative tech can change the power dynamic between the public and the police.","","","","","0","7","N","State Hall: Room 118","","Art as Resistance","","Everyone","","","","","","","","e1de9867f7c25d861d6d420800e16291","611324","Gan Golan, Raquel De Anda, Ronald Morrison, Ligaiya Romero, Ayodomola Okunseinde","","","","",""
"200","Y","Surveillance As a Primary tool of The Stalker State","2017-06-16 16:00:00","2017-06-16 17:30:00","Hands-on Session","","The issue of surveillance has taken center stage over the last few years. What remains missing from the conversation is the critical examination of the role of surveillance as a primary tool of social control. Participants in this workshop will collectively map their understanding of surveillance and how they think they are traced, tracked and monitored. We will share strategies and tactics toward building a culture of resistance and abolition of the national security surveillance state.","","","","","0","14","N","State Hall: Room 123","","Securing Our Spaces","","Everyone","","","","","","","","e2e113ce2c0d4663d3430e8acc65c246","611316","mariella saba, Hamid Khan, Jamie Garcia","","","","",""
